trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
25857391,2019-12-09 18:01:23,2019-12-09 18:05:06,4477,223.0,220,Clark St & Drummond Pl,300,Broadway & Barry Ave,Subscriber,Male,1981.0
25855008,2019-12-09 14:38:47,2019-12-09 14:46:18,1261,451.0,32,Racine Ave & Congress Pkwy,192,Canal St & Adams St,Subscriber,Male,1986.0
25855707,2019-12-09 16:29:07,2019-12-09 16:34:38,1511,330.0,191,Canal St & Monroe St,56,Desplaines St & Kinzie St,Subscriber,Male,1994.0
25851943,2019-12-09 07:14:38,2019-12-09 07:31:56,6608,"1,037.0",16,Paulina Ave & North Ave,164,Franklin St & Lake St,Subscriber,Male,1995.0
25863735,2019-12-10 18:49:30,2019-12-10 18:56:10,84,399.0,67,Sheffield Ave & Fullerton Ave,166,Ashland Ave & Wrightwood Ave,Subscriber,Female,1994.0
25859054,2019-12-10 06:44:14,2019-12-10 07:00:30,6366,975.0,43,Michigan Ave & Washington St,27,Larrabee St & North Ave,Subscriber,Male,1981.0
25860930,2019-12-10 10:34:27,2019-12-10 11:02:30,2858,"1,683.0",239,Western Ave & Leland Ave,475,Washtenaw Ave & Lawrence Ave,Subscriber,Male,1986.0
25861889,2019-12-10 15:47:34,2019-12-10 15:55:04,2335,449.0,192,Canal St & Adams St,133,Kingsbury St & Kinzie St,Subscriber,Female,1987.0
25863526,2019-12-10 18:18:43,2019-12-10 18:31:58,3046,794.0,220,Clark St & Drummond Pl,227,Southport Ave & Waveland Ave,Subscriber,Female,1995.0
25860428,2019-12-10 08:50:40,2019-12-10 08:57:03,477,383.0,181,LaSalle St & Illinois St,194,Wabash Ave & Wacker Pl,Subscriber,Female,1993.0
25862074,2019-12-10 16:16:02,2019-12-10 16:30:04,1326,841.0,47,State St & Kinzie St,394,Clark St & 9th St (AMLI),Subscriber,Male,1988.0
25868009,2019-12-11 17:27:06,2019-12-11 17:47:08,4148,"1,202.0",199,Wabash Ave & Grand Ave,214,Damen Ave & Grand Ave,Subscriber,Female,1982.0
25864704,2019-12-11 06:46:48,2019-12-11 06:59:55,2523,786.0,359,Larrabee St & Division St,212,Wells St & Hubbard St,Subscriber,Male,1961.0
25867476,2019-12-11 16:46:16,2019-12-11 16:54:47,348,510.0,43,Michigan Ave & Washington St,91,Clinton St & Washington Blvd,Subscriber,Male,1979.0
25864416,2019-12-11 00:34:55,2019-12-11 00:41:49,129,413.0,26,McClurg Ct & Illinois St,38,Clark St & Lake St,Subscriber,Male,1993.0
25867305,2019-12-11 16:34:18,2019-12-11 16:42:51,2858,513.0,286,Franklin St & Adams St (Temp),43,Michigan Ave & Washington St,Subscriber,Male,1992.0
25867716,2019-12-11 17:05:35,2019-12-11 17:13:53,3775,498.0,88,Racine Ave & Randolph St,174,Canal St & Madison St,Customer,,
25867554,2019-12-11 16:51:49,2019-12-11 17:00:02,4871,493.0,344,Ravenswood Ave & Lawrence Ave,482,Campbell Ave & Montrose Ave,Subscriber,Male,1980.0
25873507,2019-12-12 16:17:30,2019-12-12 16:53:12,2545,"2,142.0",98,LaSalle St & Washington St,298,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1991.0
25874640,2019-12-12 17:30:52,2019-12-12 17:37:29,259,397.0,289,Wells St & Concord Ln,93,Sheffield Ave & Willow St,Subscriber,Female,1959.0
25872265,2019-12-12 12:18:14,2019-12-12 12:24:00,3719,346.0,58,Marshfield Ave & Cortland St,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1981.0
25874430,2019-12-12 17:17:47,2019-12-12 17:26:40,3082,533.0,48,Larrabee St & Kingsbury St,77,Clinton St & Madison St,Subscriber,Male,1979.0
25873619,2019-12-12 16:26:37,2019-12-12 16:30:10,196,213.0,191,Canal St & Monroe St,66,Clinton St & Lake St,Subscriber,Male,1994.0
25871549,2019-12-12 09:11:53,2019-12-12 09:23:51,6322,717.0,161,Rush St & Superior St,286,Franklin St & Adams St (Temp),Subscriber,Male,1990.0
25871348,2019-12-12 08:51:30,2019-12-12 09:05:45,209,854.0,133,Kingsbury St & Kinzie St,211,St. Clair St & Erie St,Subscriber,Male,1960.0
25872725,2019-12-12 14:08:51,2019-12-12 14:13:59,5673,307.0,638,Clinton St & Jackson Blvd,33,State St & Van Buren St,Subscriber,Male,1975.0
25870323,2019-12-12 07:40:37,2019-12-12 07:46:18,4947,340.0,5,State St & Harrison St,36,Franklin St & Jackson Blvd,Subscriber,Male,1963.0
25882205,2019-12-13 17:00:01,2019-12-13 17:45:03,209,"2,701.0",51,Clark St & Randolph St,36,Franklin St & Jackson Blvd,Customer,Male,1998.0
25879041,2019-12-13 09:59:58,2019-12-13 10:10:11,3939,612.0,287,Franklin St & Monroe St,52,Michigan Ave & Lake St,Subscriber,Male,1969.0
25881598,2019-12-13 16:23:50,2019-12-13 16:28:15,5650,265.0,195,Columbus Dr & Randolph St,199,Wabash Ave & Grand Ave,Subscriber,Male,1989.0
25879299,2019-12-13 10:59:33,2019-12-13 11:06:21,4415,408.0,37,Dearborn St & Adams St,195,Columbus Dr & Randolph St,Subscriber,Male,1981.0
25877225,2019-12-13 07:25:07,2019-12-13 07:37:47,714,759.0,191,Canal St & Monroe St,195,Columbus Dr & Randolph St,Subscriber,Male,1961.0
25882921,2019-12-13 17:46:50,2019-12-13 17:51:24,6070,274.0,100,Orleans St & Merchandise Mart Plaza,74,Kingsbury St & Erie St,Subscriber,Male,1960.0
25880154,2019-12-13 13:30:23,2019-12-13 13:43:28,1439,784.0,191,Canal St & Monroe St,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1991.0
25878252,2019-12-13 08:37:07,2019-12-13 08:41:55,3845,287.0,21,Aberdeen St & Jackson Blvd,73,Jefferson St & Monroe St,Subscriber,Male,1992.0
25883045,2019-12-13 17:58:08,2019-12-13 18:04:18,3572,369.0,226,Racine Ave & Belmont Ave,300,Broadway & Barry Ave,Subscriber,Male,1994.0
25880094,2019-12-13 13:20:58,2019-12-13 13:24:40,6041,222.0,98,LaSalle St & Washington St,191,Canal St & Monroe St,Subscriber,Male,1994.0
25886859,2019-12-14 15:01:05,2019-12-14 15:16:27,2443,921.0,318,Southport Ave & Irving Park Rd,156,Clark St & Wellington Ave,Subscriber,Male,1977.0
25887578,2019-12-14 18:00:23,2019-12-14 18:15:14,1116,891.0,143,Sedgwick St & Webster Ave,140,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1978.0
25886658,2019-12-14 14:20:18,2019-12-14 14:34:47,2968,868.0,112,Green St & Randolph St,47,State St & Kinzie St,Subscriber,Male,1980.0
25886640,2019-12-14 14:15:31,2019-12-14 14:39:44,5995,"1,452.0",156,Clark St & Wellington Ave,307,Southport Ave & Clybourn Ave,Subscriber,Male,1990.0
25886590,2019-12-14 14:05:49,2019-12-14 14:09:37,6094,228.0,166,Ashland Ave & Wrightwood Ave,188,Greenview Ave & Fullerton Ave,Subscriber,Male,1979.0
25890796,2019-12-15 21:36:53,2019-12-15 21:41:53,3118,300.0,288,Larrabee St & Armitage Ave,141,Clark St & Lincoln Ave,Subscriber,Male,1964.0
25890564,2019-12-15 19:00:18,2019-12-15 19:06:43,1010,385.0,209,Normal Ave & Archer Ave,209,Normal Ave & Archer Ave,Subscriber,Female,1998.0
25889289,2019-12-15 12:58:25,2019-12-15 13:00:33,41,127.0,61,Wood St & Milwaukee Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1995.0
25896420,2019-12-16 19:26:30,2019-12-16 19:32:32,3709,361.0,227,Southport Ave & Waveland Ave,230,Lincoln Ave & Roscoe St,Subscriber,Male,1993.0
25893485,2019-12-16 13:09:35,2019-12-16 13:16:48,3568,433.0,261,Hermitage Ave & Polk St,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1977.0
25893165,2019-12-16 11:40:56,2019-12-16 11:49:13,3806,496.0,638,Clinton St & Jackson Blvd,282,Halsted St & Maxwell St,Subscriber,Male,1954.0
25891634,2019-12-16 07:38:33,2019-12-16 07:51:47,1904,794.0,141,Clark St & Lincoln Ave,211,St. Clair St & Erie St,Subscriber,Female,1991.0
25896756,2019-12-16 21:01:07,2019-12-16 21:17:01,186,954.0,288,Larrabee St & Armitage Ave,56,Desplaines St & Kinzie St,Subscriber,Male,1990.0
25893952,2019-12-16 15:34:33,2019-12-16 15:39:42,4379,308.0,38,Clark St & Lake St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1985.0
25891420,2019-12-16 07:14:39,2019-12-16 07:19:54,4086,314.0,364,Larrabee St & Oak St,133,Kingsbury St & Kinzie St,Subscriber,Male,1976.0
25896117,2019-12-16 18:41:09,2019-12-16 18:49:04,6072,474.0,195,Columbus Dr & Randolph St,212,Wells St & Hubbard St,Subscriber,Male,1983.0
25898259,2019-12-17 08:18:29,2019-12-17 08:24:38,4127,369.0,53,Wells St & Huron St,44,State St & Randolph St,Subscriber,Male,1989.0
25902177,2019-12-17 18:10:50,2019-12-17 18:30:37,6025,"1,186.0",43,Michigan Ave & Washington St,202,Halsted St & 18th St,Subscriber,Female,1974.0
25898645,2019-12-17 08:43:04,2019-12-17 08:49:51,2687,407.0,174,Canal St & Madison St,44,State St & Randolph St,Subscriber,Male,1978.0
25897777,2019-12-17 07:39:39,2019-12-17 07:42:42,4415,182.0,133,Kingsbury St & Kinzie St,91,Clinton St & Washington Blvd,Subscriber,Male,1969.0
25899793,2019-12-17 13:05:18,2019-12-17 13:09:38,2165,260.0,174,Canal St & Madison St,112,Green St & Randolph St,Subscriber,Male,1974.0
25903096,2019-12-17 22:13:09,2019-12-17 22:31:09,5661,"1,079.0",161,Rush St & Superior St,161,Rush St & Superior St,Subscriber,Female,1979.0
25897047,2019-12-17 05:33:27,2019-12-17 05:35:57,4971,149.0,30,Ashland Ave & Augusta Blvd,210,Ashland Ave & Division St,Subscriber,Male,1992.0
25899390,2019-12-17 11:18:16,2019-12-17 11:34:38,2688,982.0,137,Morgan Ave & 14th Pl,91,Clinton St & Washington Blvd,Subscriber,Male,1967.0
25906786,2019-12-18 17:18:40,2019-12-18 17:35:36,746,"1,016.0",211,St. Clair St & Erie St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1976.0
25908023,2019-12-18 21:57:29,2019-12-18 22:07:16,3579,586.0,198,Green St & Madison St,19,Throop (Loomis) St & Taylor St,Subscriber,Female,1995.0
25904759,2019-12-18 09:13:55,2019-12-18 09:19:18,5370,323.0,77,Clinton St & Madison St,49,Dearborn St & Monroe St,Subscriber,Male,1980.0
25904636,2019-12-18 08:54:28,2019-12-18 08:57:12,5236,163.0,325,Clark St & Winnemac Ave,295,Broadway & Argyle St,Subscriber,Female,1995.0
25904302,2019-12-18 08:24:49,2019-12-18 08:28:18,6200,208.0,632,Clark St & Newport St,117,Wilton Ave & Belmont Ave,Subscriber,Female,1993.0
25904296,2019-12-18 08:23:59,2019-12-18 08:31:28,1995,448.0,233,Sangamon St & Washington Blvd,98,LaSalle St & Washington St,Subscriber,Female,1989.0
25909953,2019-12-19 09:53:05,2019-12-19 09:57:26,4482,260.0,21,Aberdeen St & Jackson Blvd,146,Loomis St & Jackson Blvd,Subscriber,Female,1976.0
25908638,2019-12-19 07:27:21,2019-12-19 07:45:10,3947,"1,068.0",478,Rockwell St & Eastwood Ave,493,Western Ave & Roscoe St,Subscriber,Female,1966.0
25908221,2019-12-19 05:44:17,2019-12-19 05:49:01,4260,283.0,351,Cottage Grove Ave & 51st St,415,Calumet Ave & 51st St,Customer,Male,1989.0
25909857,2019-12-19 09:25:24,2019-12-19 09:34:03,3404,519.0,24,Fairbanks Ct & Grand Ave,38,Clark St & Lake St,Subscriber,Male,1989.0
25913748,2019-12-19 21:00:16,2019-12-19 21:07:17,3353,421.0,108,Halsted St & Polk St,21,Aberdeen St & Jackson Blvd,Subscriber,Male,1989.0
25909447,2019-12-19 08:35:01,2019-12-19 08:44:40,2903,579.0,291,Wells St & Evergreen Ave,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1983.0
25910088,2019-12-19 10:53:29,2019-12-19 10:58:00,2417,270.0,318,Southport Ave & Irving Park Rd,229,Southport Ave & Roscoe St,Subscriber,Male,1980.0
25910881,2019-12-19 14:25:09,2019-12-19 14:26:33,519,83.0,286,Franklin St & Adams St (Temp),192,Canal St & Adams St,Subscriber,Male,1982.0
25915177,2019-12-20 08:17:24,2019-12-20 08:28:34,549,670.0,192,Canal St & Adams St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1986.0
25914420,2019-12-20 06:56:53,2019-12-20 07:13:18,2615,985.0,321,Wabash Ave & 9th St,275,Ashland Ave & 13th St,Subscriber,Female,1994.0
25918165,2019-12-20 16:29:40,2019-12-20 16:39:54,5209,613.0,284,Michigan Ave & Jackson Blvd,191,Canal St & Monroe St,Subscriber,Male,1982.0
25917364,2019-12-20 15:01:52,2019-12-20 15:13:10,1013,677.0,100,Orleans St & Merchandise Mart Plaza,176,Clark St & Elm St,Subscriber,Female,1979.0
25919829,2019-12-20 20:18:15,2019-12-20 20:21:54,4987,218.0,59,Wabash Ave & Roosevelt Rd,273,Michigan Ave & 18th St,Subscriber,Male,1994.0
25918376,2019-12-20 16:43:19,2019-12-20 16:48:19,4291,299.0,118,Sedgwick St & North Ave,288,Larrabee St & Armitage Ave,Subscriber,Male,1994.0
25918660,2019-12-20 17:06:01,2019-12-20 17:21:16,1726,914.0,26,McClurg Ct & Illinois St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1972.0
25918588,2019-12-20 17:01:20,2019-12-20 17:41:56,4275,"2,435.0",49,Dearborn St & Monroe St,257,Lincoln Ave & Waveland Ave,Subscriber,Female,1977.0
25922501,2019-12-21 14:46:14,2019-12-21 15:08:13,1863,"1,318.0",35,Streeter Dr & Grand Ave,364,Larrabee St & Oak St,Subscriber,Female,1962.0
25920233,2019-12-21 01:59:49,2019-12-21 02:54:32,2005,"3,283.0",289,Wells St & Concord Ln,461,Broadway & Ridge Ave,Subscriber,Male,1976.0
25924036,2019-12-21 22:16:50,2019-12-21 22:33:49,367,"1,019.0",42,Wabash Ave & Cermak Rd,197,Michigan Ave & Madison St,Subscriber,Male,1980.0
25920413,2019-12-21 08:04:24,2019-12-21 08:09:08,610,283.0,47,State St & Kinzie St,53,Wells St & Huron St,Subscriber,Male,1980.0
25923648,2019-12-21 18:42:38,2019-12-21 18:53:08,3646,629.0,212,Wells St & Hubbard St,291,Wells St & Evergreen Ave,Subscriber,Female,1990.0
25928317,2019-12-22 23:33:46,2019-12-22 23:42:45,4585,539.0,199,Wabash Ave & Grand Ave,182,Wells St & Elm St,Subscriber,Female,1991.0
25926139,2019-12-22 14:21:27,2019-12-22 14:26:58,2720,331.0,298,Lincoln Ave & Belle Plaine Ave,239,Western Ave & Leland Ave,Subscriber,Male,1959.0
25926832,2019-12-22 15:56:13,2019-12-22 16:03:38,3250,444.0,312,Clarendon Ave & Gordon Ter,114,Sheffield Ave & Waveland Ave,Subscriber,Male,1986.0
25927851,2019-12-22 19:29:01,2019-12-22 20:16:28,3623,"2,847.0",90,Millennium Park,108,Halsted St & Polk St,Customer,,
25926218,2019-12-22 14:31:24,2019-12-22 14:41:20,1512,595.0,337,Clark St & Chicago Ave,54,Ogden Ave & Chicago Ave,Subscriber,Female,1988.0
25931743,2019-12-23 15:24:04,2019-12-23 15:28:00,3116,235.0,118,Sedgwick St & North Ave,224,Halsted St & Willow St,Subscriber,Male,1987.0
25932020,2019-12-23 15:55:04,2019-12-23 16:37:08,1552,"2,524.0",505,Winchester Ave & Elston Ave,219,Damen Ave & Cortland St,Customer,,
25929696,2019-12-23 09:37:29,2019-12-23 09:44:47,812,437.0,376,Artesian Ave & Hubbard St,622,California Ave & Cortez St,Subscriber,Male,1994.0
25932269,2019-12-23 16:19:48,2019-12-23 16:41:07,3336,"1,279.0",76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,,
25932343,2019-12-23 16:21:11,2019-12-23 16:31:46,6097,635.0,110,Dearborn St & Erie St,77,Clinton St & Madison St,Subscriber,Male,1978.0
25930264,2019-12-23 11:46:30,2019-12-23 11:57:27,6282,656.0,49,Dearborn St & Monroe St,321,Wabash Ave & 9th St,Subscriber,Male,1969.0
25929369,2019-12-23 08:38:51,2019-12-23 08:46:25,3096,454.0,18,Wacker Dr & Washington St,43,Michigan Ave & Washington St,Subscriber,Female,1981.0
25929417,2019-12-23 08:44:03,2019-12-23 08:55:01,78,658.0,134,Peoria St & Jackson Blvd,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1985.0
25937168,2019-12-24 19:54:04,2019-12-24 20:01:12,1088,428.0,326,Clark St & Leland Ave,294,Broadway & Berwyn Ave,Subscriber,,1992.0
25936123,2019-12-24 14:14:10,2019-12-24 14:24:05,6548,594.0,303,Broadway & Cornelia Ave,156,Clark St & Wellington Ave,Subscriber,Male,1957.0
25935839,2019-12-24 13:30:06,2019-12-24 13:34:41,5110,274.0,636,Orleans St & Hubbard St,77,Clinton St & Madison St,Subscriber,Male,1964.0
25934705,2019-12-24 09:06:52,2019-12-24 09:28:24,2777,"1,291.0",232,Pine Grove Ave & Waveland Ave,165,Clark St & Grace St,Subscriber,Male,1990.0
25938833,2019-12-25 15:18:34,2019-12-25 15:31:01,6006,747.0,238,Wolcott (Ravenswood) Ave & Montrose Ave,229,Southport Ave & Roscoe St,Subscriber,Female,1977.0
25938472,2019-12-25 14:10:36,2019-12-25 15:02:17,6300,"3,101.0",195,Columbus Dr & Randolph St,85,Michigan Ave & Oak St,Customer,Male,1994.0
25937510,2019-12-25 09:12:26,2019-12-25 09:16:25,5888,239.0,210,Ashland Ave & Division St,130,Damen Ave & Division St,Subscriber,Female,1983.0
25940814,2019-12-26 09:27:51,2019-12-26 09:37:36,5977,584.0,321,Wabash Ave & 9th St,164,Franklin St & Lake St,Subscriber,Male,1985.0
25943844,2019-12-26 16:03:50,2019-12-26 16:14:10,6325,619.0,52,Michigan Ave & Lake St,192,Canal St & Adams St,Subscriber,Female,1973.0
25943615,2019-12-26 15:45:48,2019-12-26 16:11:27,3355,"1,538.0",349,Halsted St & Wrightwood Ave,144,Larrabee St & Webster Ave,Customer,,
25944246,2019-12-26 16:37:15,2019-12-26 16:42:03,3798,288.0,632,Clark St & Newport St,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1970.0
25940341,2019-12-26 07:50:20,2019-12-26 08:00:33,3821,612.0,175,Wells St & Polk St,233,Sangamon St & Washington Blvd,Subscriber,Male,1988.0
25941380,2019-12-26 11:41:24,2019-12-26 11:52:50,2637,685.0,36,Franklin St & Jackson Blvd,181,LaSalle St & Illinois St,Subscriber,Female,1984.0
25941924,2019-12-26 12:51:47,2019-12-26 13:58:05,4057,"3,978.0",112,Green St & Randolph St,66,Clinton St & Lake St,Customer,Male,1980.0
25942254,2019-12-26 13:29:38,2019-12-26 13:48:47,1970,"1,149.0",176,Clark St & Elm St,110,Dearborn St & Erie St,Customer,Male,1992.0
25948870,2019-12-27 16:31:28,2019-12-27 16:39:52,1433,504.0,142,McClurg Ct & Erie St,176,Clark St & Elm St,Subscriber,Female,1993.0
25948629,2019-12-27 15:51:55,2019-12-27 15:54:40,2964,164.0,69,Damen Ave & Pierce Ave,219,Damen Ave & Cortland St,Subscriber,Male,1991.0
25948333,2019-12-27 15:10:14,2019-12-27 15:16:49,6357,394.0,18,Wacker Dr & Washington St,197,Michigan Ave & Madison St,Subscriber,Male,1979.0
25946232,2019-12-27 06:54:46,2019-12-27 07:05:13,4775,627.0,21,Aberdeen St & Jackson Blvd,74,Kingsbury St & Erie St,Subscriber,Male,1981.0
25949202,2019-12-27 17:17:13,2019-12-27 17:29:34,3305,740.0,49,Dearborn St & Monroe St,111,Sedgwick St & Huron St,Subscriber,Male,1957.0
25950702,2019-12-28 10:16:44,2019-12-28 10:20:37,5725,232.0,257,Lincoln Ave & Waveland Ave,298,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1986.0
25951498,2019-12-28 13:32:29,2019-12-28 13:38:26,4825,357.0,212,Wells St & Hubbard St,627,LaSalle Dr & Huron St,Customer,Male,1965.0
25952867,2019-12-28 20:23:01,2019-12-28 20:39:10,1095,969.0,623,Michigan Ave & 8th St,90,Millennium Park,Customer,,
25952597,2019-12-28 18:26:45,2019-12-28 18:40:06,3079,800.0,209,Normal Ave & Archer Ave,209,Normal Ave & Archer Ave,Subscriber,Female,1998.0
25953218,2019-12-29 08:54:18,2019-12-29 08:56:32,1939,134.0,301,Clark St & Schiller St,126,Clark St & North Ave,Subscriber,Male,1961.0
25954593,2019-12-29 13:14:46,2019-12-29 13:30:05,3218,918.0,212,Wells St & Hubbard St,144,Larrabee St & Webster Ave,Subscriber,Male,1980.0
25955435,2019-12-29 15:02:08,2019-12-29 15:45:54,4050,"2,625.0",313,Lakeview Ave & Fullerton Pkwy,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1991.0
25954874,2019-12-29 13:49:56,2019-12-29 13:56:43,2887,407.0,110,Dearborn St & Erie St,133,Kingsbury St & Kinzie St,Subscriber,Female,1984.0
25954740,2019-12-29 13:33:01,2019-12-29 13:53:35,4128,"1,234.0",329,Lake Shore Dr & Diversey Pkwy,232,Pine Grove Ave & Waveland Ave,Customer,Male,1994.0
25958061,2019-12-30 09:20:03,2019-12-30 09:23:12,3734,188.0,254,Pine Grove Ave & Irving Park Rd,304,Broadway & Waveland Ave,Subscriber,Female,1993.0
25957201,2019-12-30 03:25:47,2019-12-30 03:55:23,285,"1,775.0",126,Clark St & North Ave,141,Clark St & Lincoln Ave,Customer,,
25957323,2019-12-30 06:24:25,2019-12-30 06:27:50,3003,205.0,206,Halsted St & Archer Ave,209,Normal Ave & Archer Ave,Subscriber,Male,1965.0
25959656,2019-12-30 16:41:32,2019-12-30 16:44:57,390,205.0,69,Damen Ave & Pierce Ave,130,Damen Ave & Division St,Subscriber,Male,1988.0
25962622,2019-12-31 18:44:12,2019-12-31 18:54:34,1521,622.0,227,Southport Ave & Waveland Ave,231,Sheridan Rd & Montrose Ave,Subscriber,Female,1976.0
25962281,2019-12-31 16:34:13,2019-12-31 16:56:59,5600,"1,365.0",145,Mies van der Rohe Way & Chestnut St,332,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Male,1986.0
25961671,2019-12-31 13:40:34,2019-12-31 13:52:23,694,709.0,98,LaSalle St & Washington St,112,Green St & Randolph St,Subscriber,Male,1978.0
25381195,2019-10-11 06:52:20,2019-10-11 07:19:53,4466,"1,652.0",228,Damen Ave & Melrose Ave,307,Southport Ave & Clybourn Ave,Customer,Male,1996.0
25621535,2019-11-02 11:16:20,2019-11-02 11:56:39,341,"2,418.0",334,Lake Shore Dr & Belmont Ave,76,Lake Shore Dr & Monroe St,Customer,Male,1993.0
25673886,2019-11-08 08:36:31,2019-11-08 08:43:48,1812,436.0,36,Franklin St & Jackson Blvd,38,Clark St & Lake St,Subscriber,Male,1962.0
25844034,2019-12-07 11:31:29,2019-12-07 11:37:00,3365,330.0,310,Damen Ave & Charleston St,69,Damen Ave & Pierce Ave,Subscriber,Male,1988.0
25704862,2019-11-14 17:59:21,2019-11-14 18:11:21,6381,720.0,47,State St & Kinzie St,621,Aberdeen St & Randolph St,Subscriber,Male,1977.0
25321250,2019-10-07 17:02:51,2019-10-07 17:21:10,343,"1,098.0",71,Morgan St & Lake St,126,Clark St & North Ave,Subscriber,Female,1992.0
25341753,2019-10-08 17:47:02,2019-10-08 17:54:15,1031,432.0,69,Damen Ave & Pierce Ave,657,Wood St & Augusta Blvd,Subscriber,Male,1983.0
25531400,2019-10-23 08:50:24,2019-10-23 09:06:32,4066,967.0,7,Field Blvd & South Water St,233,Sangamon St & Washington Blvd,Subscriber,Male,1993.0
25529991,2019-10-23 07:55:59,2019-10-23 08:12:07,681,968.0,213,Leavitt St & North Ave,73,Jefferson St & Monroe St,Subscriber,Male,1983.0
25822879,2019-12-04 17:06:13,2019-12-04 17:16:05,4892,592.0,37,Dearborn St & Adams St,53,Wells St & Huron St,Subscriber,Male,1989.0
25940065,2019-12-26 06:14:19,2019-12-26 06:23:34,4550,555.0,91,Clinton St & Washington Blvd,48,Larrabee St & Kingsbury St,Subscriber,Male,1981.0
25398486,2019-10-13 06:58:01,2019-10-13 07:13:23,5370,921.0,43,Michigan Ave & Washington St,627,LaSalle Dr & Huron St,Customer,,
25346641,2019-10-09 06:19:11,2019-10-09 06:29:29,3664,618.0,182,Wells St & Elm St,287,Franklin St & Monroe St,Subscriber,Male,1988.0
25417989,2019-10-14 16:53:14,2019-10-14 16:58:53,5128,338.0,97,Field Museum,623,Michigan Ave & 8th St,Customer,,
25481246,2019-10-19 10:46:35,2019-10-19 11:18:00,6018,"1,884.0",334,Lake Shore Dr & Belmont Ave,85,Michigan Ave & Oak St,Customer,,
25553088,2019-10-24 19:19:35,2019-10-24 19:35:04,5412,929.0,90,Millennium Park,7,Field Blvd & South Water St,Subscriber,Male,1992.0
25271193,2019-10-04 07:37:37,2019-10-04 07:45:53,4699,496.0,638,Clinton St & Jackson Blvd,55,Halsted St & Roosevelt Rd,Subscriber,Male,1980.0
25923471,2019-12-21 17:45:37,2019-12-21 17:57:03,2039,686.0,178,State St & 19th St,15,Racine Ave & 18th St,Subscriber,Male,1996.0
25608810,2019-10-31 08:15:54,2019-10-31 08:30:10,386,856.0,346,Ada St & Washington Blvd,43,Michigan Ave & Washington St,Subscriber,Female,1982.0
25360212,2019-10-09 17:59:51,2019-10-09 18:27:18,5620,"1,646.0",308,Seeley Ave & Roscoe St,177,Theater on the Lake,Subscriber,Female,1994.0
25560564,2019-10-25 14:19:09,2019-10-25 14:25:27,2171,378.0,340,Clark St & Wrightwood Ave,117,Wilton Ave & Belmont Ave,Subscriber,Male,1986.0
25729271,2019-11-19 06:36:20,2019-11-19 06:44:46,6640,505.0,49,Dearborn St & Monroe St,77,Clinton St & Madison St,Subscriber,Male,1987.0
25732884,2019-11-19 13:55:45,2019-11-19 14:02:52,5716,426.0,194,Wabash Ave & Wacker Pl,133,Kingsbury St & Kinzie St,Subscriber,Male,1979.0
25731835,2019-11-19 09:21:46,2019-11-19 09:23:48,5154,122.0,286,Franklin St & Adams St (Temp),192,Canal St & Adams St,Subscriber,Male,1987.0
25381151,2019-10-11 06:48:08,2019-10-11 06:53:40,3096,332.0,113,Bissell St & Armitage Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1993.0
25956318,2019-12-29 17:06:22,2019-12-29 17:11:48,4798,326.0,329,Lake Shore Dr & Diversey Pkwy,34,Cannon Dr & Fullerton Ave,Subscriber,Male,1982.0
25875183,2019-12-12 18:13:21,2019-12-12 18:24:10,4858,648.0,211,St. Clair St & Erie St,66,Clinton St & Lake St,Subscriber,Male,1986.0
25284920,2019-10-05 00:16:36,2019-10-05 00:24:58,5699,502.0,16,Paulina Ave & North Ave,93,Sheffield Ave & Willow St,Subscriber,Male,1993.0
25539360,2019-10-23 18:14:27,2019-10-23 18:31:35,4772,"1,027.0",192,Canal St & Adams St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1987.0
25957318,2019-12-30 06:22:07,2019-12-30 06:35:58,5075,831.0,291,Wells St & Evergreen Ave,287,Franklin St & Monroe St,Subscriber,Male,1987.0
25251229,2019-10-02 17:58:52,2019-10-02 18:08:26,4235,573.0,164,Franklin St & Lake St,88,Racine Ave & Randolph St,Subscriber,Female,1985.0
25347187,2019-10-09 07:02:52,2019-10-09 07:52:28,6027,"2,975.0",503,Drake Ave & Fullerton Ave,53,Wells St & Huron St,Customer,Female,1989.0
